Player,Span,Start_ Year,End_Year,Career_Length,Mat,Inns,Overs,Mdns,Runs,Wkts,BBI,Ave,Econ,SR,4,5,Wickets_Per_Match,Economy_Score,Bowling_Impact_Score,Five_Wicket_Rate
RA Jadeja (INDIA),2009-2019,2009,2019,10,46,46,152.1,4,1093,35,Mar-48,31.22,7.18,26,0,0,0.76,0.14,0.57,0.000
SO Ngoche (KENYA),2010-2019,2010,2019,9,28,28,94,0,637,35,Apr-14,18.2,6.77,16.1,2,0,1.25,0.15,0.92,0.000
Shapoor Zadran (AFG),2010-2018,2010,2018,8,34,34,107.5,3,843,35,Mar-40,24.08,7.81,18.4,0,0,1.03,0.13,0.76,0.000
N Vanua (PNG),2015-2019,2015,2019,4,25,25,81.4,3,505,35,May-17,14.42,6.18,14,1,1,1.40,0.16,1.03,0.040
Aizaz Khan (HKG),2014-2019,2014,2019,5,30,30,99.2,2,692,34,03-Oct,20.35,6.96,17.5,0,0,1.13,0.14,0.84,0.000
NM Coulter-Nile (AUS),2013-2019,2013,2019,6,28,27,97,1,802,34,Apr-31,23.58,8.26,17.1,1,0,1.21,0.12,0.89,0.000
CH Morris (SA),2012-2019,2012,2019,7,23,23,83,3,697,34,Apr-27,20.5,8.39,14.6,1,0,1.48,0.12,1.07,0.000
A Nehra (INDIA),2009-2017,2009,2017,8,27,27,98,2,758,34,Mar-19,22.29,7.73,17.2,0,0,1.26,0.13,0.92,0.000
DJ Willey (ENG),2015-2019,2015,2019,4,28,28,92.5,0,761,34,04-Jul,22.38,8.19,16.3,1,0,1.21,0.12,0.89,0.000
Amjad Javed (UAE),2014-2017,2014,2017,3,22,22,74.2,1,560,33,03-Dec,16.96,7.53,13.5,0,0,1.50,0.13,1.09,0.000
Karan KC (NEPAL),2015-2019,2015,2019,4,25,25,82.3,0,631,33,Apr-17,19.12,7.64,15,2,0,1.32,0.13,0.96,0.000
JE Taylor (WI),2006-2018,2006,2018,12,30,30,100,2,863,33,03-Jun,26.15,8.63,18.1,0,0,1.10,0.12,0.80,0.000
PJ Cummins (AUS),2011-2019,2011,2019,8,25,25,95,3,644,32,Mar-15,20.12,6.77,17.8,0,0,1.28,0.15,0.94,0.000
Hamid Hassan (AFG),2010-2016,2010,2016,6,22,22,79.4,2,523,32,Apr-22,16.34,6.56,14.9,1,0,1.45,0.15,1.06,0.000
DT Johnston (IRE),2008-2013,2008,2013,5,30,28,99,5,636,32,Apr-22,19.87,6.42,18.5,1,0,1.07,0.16,0.79,0.000
SC Williams (ZIM),2006-2019,2006,2019,13,38,37,123,0,890,32,Mar-15,27.81,7.23,23,0,0,0.84,0.14,0.63,0.000
CR Brathwaite (WI),2011-2019,2011,2019,8,41,39,118.1,1,1013,31,Mar-20,32.67,8.57,22.8,0,0,0.76,0.12,0.56,0.000
Mahmudullah (BDESH),2007-2019,2007,2019,12,83,54,117.5,2,861,31,Mar-18,27.77,7.3,22.8,0,0,0.37,0.14,0.30,0.000
CB Mpofu (ZIM),2008-2019,2008,2019,11,30,30,107.5,0,950,31,Apr-30,30.64,8.8,20.8,1,0,1.03,0.11,0.76,0.000
SS Cottrell (WI),2014-2019,2014,2019,5,22,22,76,2,615,30,Apr-28,20.5,8.09,15.2,1,0,1.36,0.12,0.99,0.000
MJ McClenaghan (ICC/NZ),2012-2018,2012,2018,6,29,29,101.2,2,789,30,Mar-17,26.3,7.78,20.2,0,0,1.03,0.13,0.76,0.000
Wahab Riaz (PAK),2008-2019,2008,2019,11,31,30,101.3,2,813,30,Mar-18,27.1,8,20.3,0,0,0.97,0.13,0.71,0.000
Amir Hamza (AFG),2013-2017,2013,2017,4,31,31,106,2,716,29,Mar-39,24.68,6.75,21.9,0,0,0.94,0.15,0.70,0.000
Khawar Ali (OMAN),2015-2019,2015,2019,4,29,27,82,0,534,29,Apr-16,18.41,6.51,16.9,1,0,1.00,0.15,0.75,0.000
AL Phehlukwayo (SA),2017-2019,2017,2019,2,23,22,69.5,0,550,29,Apr-24,18.96,7.87,14.4,1,0,1.26,0.13,0.92,0.000
R Rampaul (WI),2007-2015,2007,2015,8,23,23,82.5,1,705,29,Mar-16,24.31,8.51,17.1,0,0,1.26,0.12,0.92,0.000
BD Glover (NL),2019-2019,2019,2019,0,19,19,65,0,448,28,04-Dec,16,6.89,13.9,2,0,1.47,0.15,1.08,0.000
RM Haq (SCOT),2007-2013,2007,2013,6,21,20,75,1,472,28,Mar-20,16.85,6.29,16,0,0,1.33,0.16,0.98,0.000
KM Jarvis (ZIM),2011-2019,2011,2019,8,22,22,74.4,0,665,28,Mar-15,23.75,8.9,16,0,0,1.27,0.11,0.92,0.000
S Lamichhane (ICC/NEPAL),2018-2019,2018,2019,1,18,18,64,0,439,28,Apr-20,15.67,6.85,13.7,1,0,1.56,0.15,1.13,0.000
B Lee (AUS),2005-2012,2005,2012,7,25,25,90.5,0,714,28,Mar-23,25.5,7.86,19.4,0,0,1.12,0.13,0.82,0.000
DP Nannes (AUS/NL),2009-2010,2009,2010,1,17,16,61,2,459,28,Apr-18,16.39,7.52,13,1,0,1.65,0.13,1.19,0.000
IK Pathan (INDIA),2006-2012,2006,2012,6,24,23,77,1,618,28,Mar-16,22.07,8.02,16.5,0,0,1.17,0.12,0.85,0.000
KA Pollard (WI),2008-2019,2008,2019,11,68,44,97,0,830,28,Mar-30,29.64,8.55,20.7,0,0,0.41,0.12,0.32,0.000
K Rabada (SA),2014-2019,2014,2019,5,21,21,77.2,0,648,28,Mar-30,23.14,8.37,16.5,0,0,1.33,0.12,0.97,0.000
Rubel Hossain (BDESH),2009-2018,2009,2018,9,27,26,94.3,0,879,28,Mar-31,31.39,9.3,20.2,0,0,1.04,0.11,0.76,0.000
Samiullah Shinwari (AFG),2010-2019,2010,2019,9,62,38,105.4,0,688,28,May-13,24.57,6.51,22.6,1,1,0.45,0.15,0.36,0.016
Shoaib Malik (ICC/PAK),2006-2019,2006,2019,13,111,46,90,0,644,28,02-Jul,23,7.15,19.2,0,0,0.25,0.14,0.22,0.000
SW Tait (AUS),2007-2016,2007,2016,9,21,21,79.4,2,589,28,Mar-13,21.03,7.39,17,0,0,1.33,0.14,0.97,0.000
Yuvraj Singh (INDIA),2007-2017,2007,2017,10,58,31,70.4,0,499,28,Mar-17,17.82,7.06,15.1,0,0,0.48,0.14,0.38,0.000
A Zampa (AUS),2016-2019,2016,2019,3,27,26,93,1,572,28,Mar-14,20.42,6.15,19.9,0,0,1.04,0.16,0.77,0.000
MR Adair (IRE),2019-2019,2019,2019,0,17,17,62.5,2,413,27,Apr-40,15.29,6.57,13.9,1,0,1.59,0.15,1.16,0.000
HS Baidwan (CAN),2008-2013,2008,2013,5,17,17,53.5,1,411,27,Apr-19,15.22,7.63,11.9,1,0,1.59,0.13,1.15,0.000
RD Berrington (SCOT),2008-2019,2008,2019,11,61,37,81.2,0,609,27,Mar-17,22.55,7.48,18,0,0,0.44,0.13,0.35,0.000
ST Finn (ENG),2011-2015,2011,2015,4,21,21,80,0,583,27,Mar-16,21.59,7.28,17.7,0,0,1.29,0.14,0.94,0.000
B Stanlake (AUS),2017-2019,2017,2019,2,19,19,70,2,544,27,04-Aug,20.14,7.77,15.5,1,0,1.42,0.13,1.03,0.000
KJ Abbott (SA),2013-2016,2013,2016,3,21,21,72.4,0,579,26,Mar-20,22.26,7.96,16.7,0,0,1.24,0.13,0.90,0.000
Iqbal Hussain (QAT),2019-2019,2019,2019,0,15,15,52.1,0,426,26,Apr-33,16.38,8.16,12,1,0,1.73,0.12,1.25,0.000
GJ Maxwell (AUS),2012-2019,2012,2019,7,61,40,94,0,704,26,03-Oct,27.07,7.48,21.6,0,0,0.43,0.13,0.34,0.000
JA Morkel (SA),2005-2015,2005,2015,10,50,46,107.5,2,864,26,03-Dec,33.23,8.01,24.8,0,0,0.52,0.12,0.40,0.000
Sompal Kami (NEPAL),2014-2019,2014,2019,5,28,28,90,1,644,26,Mar-23,24.76,7.15,20.7,0,0,0.93,0.14,0.69,0.000
MC Sorensen (IRE),2012-2016,2012,2016,4,26,22,65,2,471,26,Mar-17,18.11,7.24,15,0,0,1.00,0.14,0.74,0.000
P Utseya (ZIM),2006-2015,2006,2015,9,35,35,124.5,2,858,26,Mar-25,33,6.87,28.8,0,0,0.74,0.15,0.56,0.000
SE Bond (NZ),2005-2010,2005,2010,5,20,20,77.3,2,543,25,Mar-18,21.72,7,18.6,0,0,1.25,0.14,0.92,0.000
TL Chatara (ZIM),2010-2019,2010,2019,9,21,21,75,1,591,25,Mar-20,23.64,7.88,18,0,0,1.19,0.13,0.87,0.000
Harbhajan Singh (INDIA),2006-2016,2006,2016,10,28,27,102,5,633,25,04-Dec,25.32,6.2,24.4,1,0,0.89,0.16,0.67,0.000
AF Milne (NZ),2010-2018,2010,2018,8,21,21,72.5,1,541,25,Apr-37,21.64,7.42,17.4,1,0,1.19,0.13,0.87,0.000
Nadeem Ahmed (HKG),2014-2017,2014,2017,3,24,24,82.3,3,546,25,Apr-21,21.84,6.61,19.8,1,0,1.04,0.15,0.77,0.000
LE Plunkett (ENG),2006-2019,2006,2019,13,22,22,79.2,1,627,25,Mar-21,25.08,7.9,19,0,0,1.14,0.13,0.83,0.000
B Regmi (NEPAL),2014-2019,2014,2019,5,18,18,62.1,0,405,25,Apr-16,16.2,6.51,14.9,1,0,1.39,0.15,1.02,0.000
AD Russell (WI),2011-2018,2011,2018,7,47,40,99.1,0,908,25,02-Oct,36.32,9.15,23.8,0,0,0.53,0.11,0.41,0.000
SMSM Senanayake (SL),2012-2016,2012,2016,4,24,23,81,0,549,25,Apr-46,21.96,6.77,19.4,1,0,1.04,0.15,0.77,0.000
DG Blampied (JER),2019-2019,2019,2019,0,17,17,61.4,1,395,24,Apr-20,16.45,6.4,15.4,1,0,1.41,0.16,1.04,0.000
TT Bresnan (ENG),2006-2014,2006,2014,8,34,34,110.3,1,887,24,03-Oct,36.95,8.02,27.6,0,0,0.71,0.12,0.53,0.000
JH Davey (SCOT),2012-2019,2012,2019,7,21,20,74.4,0,610,24,Apr-34,25.41,8.16,18.6,1,0,1.14,0.12,0.84,0.000
Faheem Ashraf (PAK),2017-2019,2017,2019,2,27,26,74.3,1,557,24,03-May,23.2,7.47,18.6,0,0,0.89,0.13,0.66,0.000
Haseeb Amjad (HKG),2014-2016,2014,2016,2,18,18,61.2,3,453,24,Apr-16,18.87,7.38,15.3,1,0,1.33,0.14,0.97,0.000
Karim Janat (AFG),2016-2019,2016,2019,3,21,21,73,0,614,24,05-Nov,25.58,8.41,18.2,0,1,1.14,0.12,0.84,0.048
N Nipiko (VAN),2019-2019,2019,2019,0,14,13,39.2,0,311,24,May-19,12.95,7.9,9.8,2,1,1.71,0.13,1.24,0.071
KMA Paul (WI),2018-2019,2018,2019,1,18,18,65,0,540,24,May-15,22.5,8.3,16.2,0,1,1.33,0.12,0.97,0.056
RJ Peterson (SA),2006-2014,2006,2014,8,21,19,59.5,1,451,24,Mar-28,18.79,7.53,14.9,0,0,1.14,0.13,0.84,0.000
D Ravu (PNG),2019-2019,2019,2019,0,17,16,42.1,0,221,24,May-15,9.2,5.24,10.5,1,1,1.41,0.19,1.05,0.059
D Wiese (SA),2013-2016,2013,2016,3,20,20,65.2,0,497,24,May-23,20.7,7.6,16.3,0,1,1.20,0.13,0.88,0.050
IG Butler (NZ),2009-2013,2009,2013,4,19,18,59.4,1,481,23,Mar-19,20.91,8.06,15.5,0,0,1.21,0.12,0.88,0.000
CO Obuya (KENYA),2007-2019,2007,2019,12,35,18,52.2,0,334,23,Apr-27,14.52,6.38,13.6,1,0,0.66,0.16,0.51,0.000
RJ Sidebottom (ENG),2007-2010,2007,2010,3,18,18,61.1,0,437,23,Mar-16,19,7.14,15.9,0,0,1.28,0.14,0.94,0.000
I Udana (SL),2009-2019,2009,2019,10,27,26,85.1,1,725,23,03-Nov,31.52,8.51,22.2,0,0,0.85,0.12,0.63,0.000
CA Young (IRE),2015-2019,2015,2019,4,26,25,77,1,635,23,Apr-13,27.6,8.24,20,1,0,0.88,0.12,0.66,0.000
Aamir Kaleem (OMAN),2015-2019,2015,2019,4,25,20,54,0,388,22,May-15,17.63,7.18,14.7,2,1,0.88,0.14,0.66,0.040
A Dananjaya (SL),2012-2019,2012,2019,7,22,22,79.4,1,620,22,Mar-36,28.18,7.78,21.7,0,0,1.00,0.13,0.74,0.000
Mohammad Nadeem (OMAN),2015-2019,2015,2019,4,22,22,68,0,445,22,Apr-23,20.22,6.54,18.5,1,0,1.00,0.15,0.75,0.000
MN Samuels (WI),2007-2018,2007,2018,11,67,30,79.5,0,622,22,Mar-23,28.27,7.79,21.7,0,0,0.33,0.13,0.27,0.000
BM Scholtz (NAM),2019-2019,2019,2019,0,14,14,53,0,285,22,04-Dec,12.95,5.37,14.4,1,0,1.57,0.19,1.16,0.000
AC Botha (IRE),2008-2010,2008,2010,2,14,10,34,0,184,21,Mar-14,8.76,5.41,9.7,0,0,1.50,0.18,1.11,0.000
JP Duminy (SA),2007-2019,2007,2019,12,81,41,77.1,0,599,21,Mar-18,28.52,7.76,22,0,0,0.26,0.13,0.22,0.000
JN Frylinck (NAM),2019-2019,2019,2019,0,14,13,42.1,0,240,21,Apr-21,11.42,5.69,12,1,0,1.50,0.18,1.10,0.000
Mohammad Sami (PAK),2010-2016,2010,2016,6,13,13,46,0,387,21,Mar-16,18.42,8.41,13.1,0,0,1.62,0.12,1.17,0.000
Abdul Razzaq (PAK),2006-2013,2006,2013,7,32,22,56.3,2,395,20,Mar-13,19.75,6.99,16.9,0,0,0.63,0.14,0.48,0.000
Ahmed Raza (UAE),2014-2019,2014,2019,5,36,35,120.2,1,779,20,Feb-18,38.95,6.47,36.1,0,0,0.56,0.15,0.44,0.000
DAJ Bracewell (NZ),2011-2019,2011,2019,8,18,16,47.4,0,437,20,Mar-25,21.85,9.16,14.3,0,0,1.11,0.11,0.81,0.000
JEC Franklin (NZ),2006-2013,2006,2013,7,38,26,54.3,0,417,20,Apr-15,20.85,7.65,16.3,1,0,0.53,0.13,0.41,0.000
FJ Klaassen (NL),2018-2019,2018,2019,1,21,20,69.1,0,581,20,Mar-31,29.05,8.4,20.7,0,0,0.95,0.12,0.70,0.000
Mujeeb Ur Rahman (AFG),2018-2019,2018,2019,1,16,16,60,0,324,20,Apr-15,16.2,5.4,18,1,0,1.25,0.19,0.93,0.000
T Panyangara (ZIM),2013-2016,2013,2016,3,14,14,50.3,1,398,20,Apr-37,19.9,7.88,15.1,1,0,1.43,0.13,1.04,0.000
CW Perchard (JER),2019-2019,2019,2019,0,15,13,46.5,0,275,20,May-17,13.75,5.87,14,1,1,1.33,0.17,0.98,0.067
AM Phangiso (SA),2012-2018,2012,2018,6,16,16,57,0,443,20,Mar-25,22.15,7.77,17.1,0,0,1.25,0.13,0.91,0.000
A Vala (PNG),2015-2019,2015,2019,4,26,16,44.5,1,249,20,03-Jul,12.45,5.55,13.4,0,0,0.77,0.18,0.59,0.000
C Viljoen (NAM),2019-2019,2019,2019,0,12,12,37.1,0,236,20,05-Sep,11.8,6.34,11.1,1,1,1.67,0.16,1.21,0.083
Zahoor Khan (UAE),2017-2019,2017,2019,2,18,18,59.3,0,442,20,Feb-17,22.1,7.42,17.8,0,0,1.11,0.13,0.82,0.000
CJA Amini (PNG),2015-2019,2015,2019,4,23,21,63.1,0,367,19,Feb-13,19.31,5.81,19.9,0,0,0.83,0.17,0.63,0.000
Amjad Mahboob (SGP),2019-2019,2019,2019,0,11,11,37.4,1,317,19,Mar-20,16.68,8.41,11.8,0,0,1.73,0.12,1.24,0.000
NW Bracken (AUS),2006-2009,2006,2009,3,19,19,62.5,2,438,19,03-Nov,23.05,6.97,19.8,0,0,1.00,0.14,0.74,0.000
D Heyliger (CAN),2019-2019,2019,2019,0,11,11,42,0,306,19,Apr-16,16.1,7.28,13.2,2,0,1.73,0.14,1.25,0.000
DJ Hussey (AUS),2008-2012,2008,2012,4,39,25,60.1,1,392,19,Mar-25,20.63,6.51,19,0,0,0.49,0.15,0.39,0.000
ST Jayasuriya (SL),2006-2011,2006,2011,5,31,24,61.5,0,456,19,Mar-21,24,7.37,19.5,0,0,0.61,0.14,0.47,0.000
JDP Oram (NZ),2005-2012,2005,2012,7,36,32,91,0,793,19,Mar-33,41.73,8.71,28.7,0,0,0.53,0.11,0.40,0.000
N Pokana (PNG),2016-2019,2016,2019,3,19,18,56.5,2,328,19,Mar-21,17.26,5.77,17.9,0,0,1.00,0.17,0.75,0.000
Shoaib Akhtar (PAK),2006-2010,2006,2010,4,15,15,53,3,432,19,Mar-38,22.73,8.15,16.7,0,0,1.27,0.12,0.92,0.000
Tanwir Afzal (HKG),2014-2016,2014,2016,2,21,21,71,2,509,19,02-Aug,26.78,7.16,22.4,0,0,0.90,0.14,0.68,0.000
JM Anderson (ENG),2007-2009,2007,2009,2,19,19,70.2,1,552,18,Mar-23,30.66,7.84,23.4,0,0,0.95,0.13,0.70,0.000
SJ Benn (WI),2008-2016,2008,2016,8,24,24,84,3,606,18,04-Jun,33.66,7.21,28,1,0,0.75,0.14,0.57,0.000
PW Borren (NL),2008-2017,2008,2017,9,43,30,87.4,0,603,18,Feb-19,33.5,6.87,29.2,0,0,0.42,0.15,0.34,0.000
Fareed Ahmad (AFG),2016-2019,2016,2019,3,14,14,47.5,0,405,18,Mar-35,22.5,8.46,15.9,0,0,1.29,0.12,0.94,0.000
CRD Fernando (SL),2006-2016,2006,2016,10,18,18,63,3,464,18,Mar-19,25.77,7.36,21,0,0,1.00,0.14,0.74,0.000
Hamza Tahir (SCOT),2018-2019,2018,2019,1,11,11,43,1,352,18,Apr-30,19.55,8.18,14.3,1,0,1.64,0.12,1.18,0.000
BE Hendricks (SA),2014-2019,2014,2019,5,11,11,38.1,0,317,18,Apr-14,17.61,8.3,12.7,1,0,1.64,0.12,1.18,0.000
HMRKB Herath (SL),2011-2016,2011,2016,5,17,17,60.5,3,373,18,05-Mar,20.72,6.13,20.2,0,1,1.06,0.16,0.79,0.059
Izatullah Dawlatzai (AFG/GER),2012-2019,2012,2019,7,14,14,50.4,0,345,18,Mar-23,19.16,6.8,16.8,0,0,1.29,0.15,0.94,0.000
MA Leask (SCOT),2013-2019,2013,2019,6,31,22,59.3,0,499,18,Mar-20,27.72,8.38,19.8,0,0,0.58,0.12,0.44,0.000
Nouman Sarwar (QAT),2019-2019,2019,2019,0,14,13,34.5,1,267,18,Apr-14,14.83,7.66,11.6,1,0,1.29,0.13,0.94,0.000
K Santokie (WI),2011-2014,2011,2014,3,12,12,40.5,0,278,18,Apr-21,15.44,6.8,13.6,1,0,1.50,0.15,1.09,0.000
SB Styris (NZ),2005-2010,2005,2010,5,31,21,51.3,0,349,18,03-May,19.38,6.77,17.1,0,0,0.58,0.15,0.45,0.000
SR Thompson (IRE),2014-2019,2014,2019,5,41,30,79,0,670,18,Apr-18,37.22,8.48,26.3,1,0,0.44,0.12,0.34,0.000
LL Tsotsobe (SA),2009-2014,2009,2014,5,23,23,78,2,541,18,Mar-16,30.05,6.93,26,0,0,0.78,0.14,0.59,0.000
HA Varaiya (KENYA),2007-2013,2007,2013,6,25,24,77.2,2,461,18,02-Oct,25.61,5.96,25.7,0,0,0.72,0.17,0.55,0.000
LJ Wright (ENG),2007-2014,2007,2014,7,51,23,55,0,465,18,Feb-24,25.83,8.45,18.3,0,0,0.35,0.12,0.28,0.000
Zeeshan Maqsood (OMAN),2015-2019,2015,2019,4,29,19,62,0,416,18,04-Jul,23.11,6.7,20.6,1,0,0.62,0.15,0.48,0.000
AC Agar (AUS),2016-2019,2016,2019,3,21,21,67,1,464,17,Mar-27,27.29,6.92,23.6,0,0,0.81,0.14,0.61,0.000
DL Chahar (INDIA),2018-2019,2018,2019,1,10,10,35.5,1,251,17,06-Jul,14.76,7,12.6,0,1,1.70,0.14,1.23,0.100
AB Dinda (INDIA),2009-2012,2009,2012,3,9,9,30,1,245,17,Apr-19,14.41,8.16,10.5,1,0,1.89,0.12,1.36,0.000
CH Gayle (WI),2006-2019,2006,2019,13,58,23,53.1,0,377,17,Feb-15,22.17,7.09,18.7,0,0,0.29,0.14,0.25,0.000
Z Khan (INDIA),2006-2012,2006,2012,6,17,17,58.4,0,448,17,Apr-19,26.35,7.63,20.7,1,0,1.00,0.13,0.74,0.000
CK Langeveldt (SA),2005-2010,2005,2010,5,9,9,33,0,241,17,Apr-19,14.17,7.3,11.6,1,0,1.89,0.14,1.36,0.000
R McLaren (SA),2009-2014,2009,2014,5,12,12,43.5,0,332,17,May-19,19.52,7.57,15.4,0,1,1.42,0.13,1.03,0.083
EJB Miles (JER),2019-2019,2019,2019,0,14,14,40,0,266,17,03-Oct,15.64,6.65,14.1,0,0,1.21,0.15,0.90,0.000
KW Richardson (AUS),2014-2019,2014,2019,5,15,15,56,0,447,17,Mar-18,26.29,7.98,19.7,0,0,1.13,0.13,0.83,0.000
Saad Bin Zafar (CAN),2019-2019,2019,2019,0,11,11,43,2,285,17,03-Aug,16.76,6.62,15.1,0,0,1.55,0.15,1.13,0.000
SPD Smith (AUS),2010-2019,2010,2019,9,36,17,48.3,1,377,17,Mar-20,22.17,7.77,17.1,0,0,0.47,0.13,0.37,0.000
A Bohara (NEPAL),2019-2019,2019,2019,0,17,16,54,0,350,16,Apr-35,21.87,6.48,20.2,1,0,0.94,0.15,0.71,0.000
RS Bopara (ENG),2008-2014,2008,2014,6,38,21,53.4,1,387,16,04-Oct,24.18,7.21,20.1,1,0,0.42,0.14,0.34,0.000
PVD Chameera (SL),2015-2018,2015,2018,3,19,19,67.1,0,574,16,Mar-30,35.87,8.54,25.1,0,0,0.84,0.12,0.62,0.000
E Chigumbura (ZIM),2006-2019,2006,2019,13,54,21,46,0,427,16,Apr-31,26.68,9.28,17.2,1,0,0.30,0.11,0.24,0.000
PD Collingwood (ENG/World),2005-2017,2005,2017,12,36,20,39,0,347,16,Apr-22,21.68,8.89,14.6,1,0,0.44,0.11,0.34,0.000
TK Curran (ENG),2017-2019,2017,2019,2,15,15,48,1,418,16,Apr-36,26.12,8.7,18,1,0,1.07,0.11,0.78,0.000
GJ Delany (IRE),2019-2019,2019,2019,0,17,17,53,1,391,16,Feb-23,24.43,7.37,19.8,0,0,0.94,0.14,0.70,0.000
GD Drummond (SCOT),2008-2013,2008,2013,5,17,17,55,1,381,16,Mar-20,23.81,6.92,20.6,0,0,0.94,0.14,0.70,0.000
FH Edwards (WI),2007-2012,2007,2012,5,20,20,60,0,497,16,Mar-23,31.06,8.28,22.5,0,0,0.80,0.12,0.60,0.000
Gulbadin Naib (AFG),2012-2019,2012,2019,7,45,28,68,0,560,16,Feb-24,35,8.23,25.5,0,0,0.36,0.12,0.29,0.000
A Mishra (INDIA),2010-2017,2010,2017,7,10,10,38,1,240,16,Mar-24,15,6.31,14.2,0,0,1.60,0.16,1.17,0.000
Mohammad Irfan (PAK),2012-2019,2012,2019,7,22,22,75.3,0,562,16,Feb-18,35.12,7.44,28.3,0,0,0.73,0.13,0.55,0.000
NN Odhiambo (KENYA),2007-2013,2007,2013,6,24,21,56.1,1,468,16,May-20,29.25,8.33,21,0,1,0.67,0.12,0.50,0.042
JS Patel (NZ),2005-2008,2005,2008,3,11,10,33.1,1,269,16,Mar-20,16.81,8.11,12.4,0,0,1.45,0.12,1.06,0.000
Shafiul Islam (BDESH),2010-2019,2010,2019,9,17,17,56.4,1,459,16,Mar-36,28.68,8.1,21.2,0,0,0.94,0.12,0.70,0.000
JJ Smit (NAM),2019-2019,2019,2019,0,12,10,37.1,0,234,16,Mar-19,14.62,6.29,13.9,0,0,1.33,0.16,0.98,0.000
PR Stirling (IRE),2009-2019,2009,2019,10,72,33,78,1,600,16,Mar-21,37.5,7.69,29.2,0,0,0.22,0.13,0.19,0.000
Yasir Arafat (PAK),2007-2012,2007,2012,5,13,13,39.2,0,316,16,Mar-18,19.75,8.03,14.7,0,0,1.23,0.12,0.90,0.000
RG Aga (KENYA),2008-2013,2008,2013,5,20,19,48,1,306,15,Mar-24,20.4,6.37,19.2,0,0,0.75,0.16,0.57,0.000
MM Ali (ENG),2014-2018,2014,2018,4,25,22,60.2,0,519,15,Feb-21,34.6,8.6,24.1,0,0,0.60,0.12,0.45,0.000
PKD Chase (IRE),2018-2019,2018,2019,1,12,12,41.5,0,416,15,Apr-35,27.73,9.94,16.7,1,0,1.25,0.10,0.91,0.000
N Pradeep (SL),2016-2019,2016,2019,3,14,14,44.1,0,407,15,Apr-25,27.13,9.21,17.6,1,0,1.07,0.11,0.78,0.000
Janak Prakash (SGP),2019-2019,2019,2019,0,12,12,41.4,1,309,15,Mar-15,20.6,7.41,16.6,0,0,1.25,0.13,0.92,0.000
SM Pollock (SA),2005-2008,2005,2008,3,12,11,40.3,1,309,15,Mar-28,20.6,7.62,16.2,0,0,1.25,0.13,0.91,0.000
MJG Rippon (NL),2013-2018,2013,2018,5,18,17,50.4,2,310,15,03-Aug,20.66,6.11,20.2,0,0,0.83,0.16,0.63,0.000
Simi Singh (IRE),2018-2019,2018,2019,1,18,18,43.2,0,344,15,Mar-15,22.93,7.93,17.3,0,0,0.83,0.13,0.62,0.000
RP Singh (INDIA),2007-2009,2007,2009,2,10,9,33,0,225,15,Apr-13,15,6.81,13.2,1,0,1.50,0.15,1.09,0.000
Sultan Ahmed (UAE),2017-2019,2017,2019,2,17,17,55,3,365,15,Mar-33,24.33,6.63,22,0,0,0.88,0.15,0.66,0.000
Washington Sundar (INDIA),2017-2019,2017,2019,2,18,18,63,1,417,15,Mar-22,27.8,6.61,25.2,0,0,0.83,0.15,0.63,0.000
Ahmed Wardak (GER),2019-2019,2019,2019,0,9,8,27.5,0,170,14,Apr-20,12.14,6.1,11.9,1,0,1.56,0.16,1.14,0.000
CJ Anderson (NZ),2012-2018,2012,2018,6,31,21,60,0,495,14,Feb-17,35.35,8.25,25.7,0,0,0.45,0.12,0.35,0.000
CJ Chibhabha (ZIM),2006-2018,2006,2018,12,33,22,53.5,0,455,14,Mar-18,32.5,8.45,23,0,0,0.42,0.12,0.33,0.000
Ehsan Khan (HKG),2016-2019,2016,2019,3,15,15,54.4,0,325,14,Mar-32,23.21,5.94,23.4,0,0,0.93,0.17,0.70,0.000
GD Elliott (NZ/World),2009-2017,2009,2017,8,17,15,32,0,235,14,Apr-22,16.78,7.34,13.7,1,0,0.82,0.14,0.62,0.000
LH Ferguson (NZ),2017-2019,2017,2019,2,8,8,31,0,222,14,Mar-21,15.85,7.16,13.2,0,0,1.75,0.14,1.27,0.000
AW Hawkins-Kay (JER),2019-2019,2019,2019,0,16,15,36,0,266,14,Apr-14,19,7.38,15.4,1,0,0.88,0.14,0.65,0.000
Karim Sadiq (AFG),2010-2018,2010,2018,8,36,28,70,0,482,14,Mar-17,34.42,6.88,30,0,0,0.39,0.15,0.32,0.000
Mirwais Ashraf (AFG),2010-2016,2010,2016,6,25,22,65.2,1,444,14,02-Jun,31.71,6.79,28,0,0,0.56,0.15,0.44,0.000
E Otieno (KENYA),2012-2019,2012,2019,7,18,18,50.5,1,370,14,Mar-16,26.42,7.27,21.7,0,0,0.78,0.14,0.59,0.000
KH Pandya (INDIA),2018-2019,2018,2019,1,18,18,66.2,1,538,14,Apr-36,38.42,8.11,28.4,1,0,0.78,0.12,0.58,0.000
Sami Sohail (MWI),2019-2019,2019,2019,0,7,7,26,3,164,14,Apr-18,11.71,6.3,11.1,1,0,2.00,0.16,1.45,0.000
Shaheen Shah Afridi (PAK),2018-2019,2018,2019,1,10,10,38,0,288,14,Mar-20,20.57,7.57,16.2,0,0,1.40,0.13,1.02,0.000
CA Soper (PNG),2015-2019,2015,2019,4,13,12,33,0,153,14,Mar-13,10.92,4.63,14.1,0,0,1.08,0.22,0.82,0.000
