Player,Span,Start_Year,End_Year,Career_Length,Mat,Inns,Balls,Runs,Wkts,BBI,Ave,Econ,SR,4,5,Wickets_Per_Match,Economy_Score,Bowling_Impact_Score,Five_Wicket_Rate
AB Agarkar (INDIA),1998-2007,1998,2007,9,191,188,9484,8021,288,Jun-42,27.85,5.07,32.9,10,2,1.51,0.20,1.11,0.010
Saqlain Mushtaq (PAK),1995-2003,1995,2003,8,169,165,8770,6275,288,May-20,21.78,4.29,30.4,11,6,1.70,0.23,1.26,0.036
Z Khan (Asia/INDIA),2000-2012,2000,2012,12,200,197,10097,8301,282,May-42,29.43,4.93,35.8,7,1,1.41,0.20,1.05,0.005
JH Kallis (Afr/ICC/SA),1996-2014,1996,2014,18,328,283,10750,8680,273,May-30,31.79,4.84,39.3,2,2,0.83,0.21,0.64,0.006
AA Donald (SA),1991-2003,1991,2003,12,164,162,8561,5926,272,Jun-23,21.78,4.15,31.4,11,2,1.66,0.24,1.23,0.012
Abdul Razzaq (Asia/PAK),1996-2011,1996,2011,15,265,254,10941,8564,269,Jun-35,31.83,4.69,40.6,8,3,1.02,0.21,0.77,0.011
JM Anderson (ENG),2002-2015,2002,2015,13,194,191,9584,7861,269,May-23,29.22,4.92,35.6,11,2,1.39,0.20,1.03,0.010
Harbhajan Singh (Asia/INDIA),1998-2015,1998,2015,17,236,227,12479,8973,269,May-31,33.35,4.31,46.3,2,3,1.14,0.23,0.87,0.013
Mashrafe Mortaza (Asia/BDESH),2001-2019,2001,2019,18,217,217,10789,8759,266,Jun-26,32.92,4.87,40.5,7,1,1.23,0.21,0.92,0.005
M Ntini (ICC/SA),1998-2009,1998,2009,11,173,171,8687,6559,266,Jun-22,24.65,4.53,32.6,8,4,1.54,0.22,1.14,0.023
Shakib Al Hasan (BDESH),2006-2019,2006,2019,13,206,203,10517,7857,260,May-29,30.21,4.48,40.4,8,2,1.26,0.22,0.95,0.010
N Kapil Dev (INDIA),1978-1994,1978,1994,16,225,221,11202,6945,253,May-43,27.45,3.71,44.2,3,1,1.12,0.27,0.87,0.004
Shoaib Akhtar (Asia/ICC/PAK),1998-2011,1998,2011,13,163,162,7764,6169,247,Jun-16,24.97,4.76,31.4,6,4,1.52,0.21,1.12,0.025
KD Mills (NZ),2001-2015,2001,2015,14,170,169,8230,6485,240,May-25,27.02,4.72,34.2,8,1,1.41,0.21,1.05,0.006
MG Johnson (AUS),2005-2015,2005,2015,10,153,150,7489,6038,239,Jun-31,25.26,4.83,31.3,9,3,1.56,0.21,1.16,0.020
HH Streak (Afr/ZIM),1993-2005,1993,2005,12,189,185,9468,7129,239,May-32,29.82,4.51,39.6,7,1,1.26,0.22,0.95,0.005
D Gough (ENG/ICC),1994-2006,1994,2006,12,159,156,8470,6209,235,May-44,26.42,4.39,36,10,2,1.48,0.23,1.10,0.013
CA Walsh (WI),1985-2000,1985,2000,15,205,204,10822,6918,227,05-Jan,30.47,3.83,47.6,6,1,1.11,0.26,0.85,0.005
CEL Ambrose (WI),1988-2000,1988,2000,12,176,175,9353,5429,225,May-17,24.12,3.48,41.5,6,4,1.28,0.29,0.98,0.023
Abdur Razzak (BDESH),2004-2014,2004,2014,10,153,152,7965,6065,207,May-29,29.29,4.56,38.4,5,4,1.35,0.22,1.01,0.026
CZ Harris (NZ),1990-2004,1990,2004,14,250,232,10667,7613,203,May-42,37.5,4.28,52.5,2,1,0.81,0.23,0.64,0.004
CJ McDermott (AUS),1985-1996,1985,1996,11,138,138,7461,5018,203,May-44,24.71,4.03,36.7,4,1,1.47,0.25,1.10,0.007
CL Cairns (ICC/NZ),1991-2006,1991,2006,15,215,186,8168,6594,201,May-42,32.8,4.84,40.6,3,1,0.93,0.21,0.72,0.005
DJ Bravo (WI),2004-2014,2004,2014,10,164,150,6511,5874,199,Jun-43,29.51,5.41,32.7,6,1,1.21,0.18,0.90,0.006
KMDN Kulasekara (SL),2003-2017,2003,2017,14,184,181,8263,6751,199,May-22,33.92,4.9,41.5,4,1,1.08,0.20,0.82,0.005
BKV Prasad (INDIA),1994-2001,1994,2001,7,161,160,8129,6332,196,May-27,32.3,4.67,41.4,3,1,1.22,0.21,0.92,0.006
DW Steyn (Afr/SA),2005-2019,2005,2019,14,125,124,6256,5087,196,Jun-39,25.95,4.87,31.9,4,3,1.57,0.21,1.16,0.024
SR Waugh (AUS),1986-2002,1986,2002,16,325,207,8883,6761,195,Apr-33,34.67,4.56,45.5,3,0,0.60,0.22,0.49,0.000
CL Hooper (WI),1987-2003,1987,2003,16,227,203,9573,6958,193,Apr-34,36.05,4.36,49.6,3,0,0.85,0.23,0.66,0.000
L Klusener (SA),1996-2004,1996,2004,8,171,164,7336,5751,192,Jun-49,29.95,4.7,38.2,1,6,1.12,0.21,0.85,0.035
M Morkel (Afr/SA),2007-2018,2007,2018,11,117,114,5760,4761,188,May-21,25.32,4.95,30.6,7,2,1.61,0.20,1.19,0.017
CRD Fernando (Asia/SL),2001-2012,2001,2012,11,147,141,6507,5648,187,Jun-27,30.2,5.2,34.7,3,1,1.27,0.19,0.95,0.007
TG Southee (NZ),2008-2019,2008,2019,11,140,138,7021,6373,186,Jul-33,34.26,5.44,37.7,4,3,1.33,0.18,0.99,0.021
Saeed Ajmal (PAK),2008-2015,2008,2015,7,113,112,6000,4182,184,May-24,22.72,4.18,32.6,6,2,1.63,0.24,1.21,0.018
Aaqib Javed (PAK),1988-1998,1988,1998,10,163,159,8012,5721,182,Jul-37,31.43,4.28,44,2,4,1.12,0.23,0.85,0.025
Imran Khan (PAK),1974-1992,1974,1992,18,175,153,7461,4844,182,Jun-14,26.61,3.89,40.9,3,1,1.04,0.26,0.81,0.006
RA Jadeja (INDIA),2009-2019,2009,2019,10,159,155,8029,6552,181,May-36,36.19,4.89,44.3,7,1,1.14,0.20,0.86,0.006
Umar Gul (PAK),2003-2016,2003,2016,13,130,128,6064,5253,179,Jun-42,29.34,5.19,33.8,4,2,1.38,0.19,1.02,0.015
SCJ Broad (ENG),2006-2016,2006,2016,10,121,121,6109,5364,178,May-23,30.13,5.26,34.3,9,1,1.47,0.19,1.09,0.008
NW Bracken (AUS),2001-2009,2001,2009,8,116,116,5759,4240,174,May-47,24.36,4.41,33,5,2,1.50,0.23,1.12,0.017
Imran Tahir (SA),2011-2019,2011,2019,8,107,104,5541,4297,173,Jul-45,24.83,4.65,32,7,3,1.62,0.22,1.20,0.028
JDP Oram (NZ),2001-2012,2001,2012,11,160,154,6911,5047,173,May-26,29.17,4.38,39.9,3,2,1.08,0.23,0.83,0.013
IK Pathan (INDIA),2004-2012,2004,2012,8,120,118,5855,5142,173,May-27,29.72,5.26,33.8,5,2,1.44,0.19,1.07,0.017
MA Starc (AUS),2010-2019,2010,2019,9,85,85,4315,3611,172,Jun-28,20.99,5.02,25,11,7,2.02,0.20,1.48,0.082
NLTC Perera (SL),2009-2019,2009,2019,10,161,152,5711,5556,171,Jun-44,32.49,5.83,33.3,5,4,1.06,0.17,0.79,0.025
A Flintoff (ENG/ICC),1999-2009,1999,2009,10,141,119,5624,4121,169,May-19,24.38,4.39,33.2,6,2,1.20,0.23,0.91,0.014
SR Watson (AUS),2002-2015,2002,2015,13,190,163,6466,5342,168,Apr-36,31.79,4.95,38.4,3,0,0.88,0.20,0.68,0.000
CH Gayle (ICC/WI),1999-2019,1999,2019,20,301,199,7424,5926,167,May-46,35.48,4.78,44.4,3,1,0.55,0.21,0.45,0.003
TA Boult (NZ),2012-2019,2012,2019,7,89,89,4884,4111,164,Jul-34,25.06,5.05,29.7,7,5,1.84,0.20,1.35,0.056
Mushtaq Ahmed (PAK),1989-2003,1989,2003,14,144,142,7543,5361,161,May-36,33.29,4.26,46.8,3,1,1.12,0.23,0.85,0.007
Sir RJ Hadlee (NZ),1973-1990,1973,1990,17,115,112,6182,3407,158,May-25,21.56,3.3,39.1,1,5,1.37,0.30,1.05,0.043
Shoaib Malik (PAK),1999-2019,1999,2019,20,287,217,7958,6192,158,Apr-19,39.18,4.66,50.3,1,0,0.55,0.21,0.45,0.000
MD Marshall (WI),1980-1992,1980,1992,12,136,134,7175,4233,157,Apr-18,26.96,3.53,45.7,6,0,1.15,0.28,0.89,0.000
A Nehra (Asia/INDIA),2001-2011,2001,2011,10,120,120,5751,4981,157,Jun-23,31.72,5.19,36.6,5,2,1.31,0.19,0.97,0.017
M Prabhakar (INDIA),1984-1996,1984,1996,12,130,127,6360,4534,157,May-33,28.87,4.27,40.5,4,2,1.21,0.23,0.92,0.015
GB Hogg (AUS),1996-2008,1996,2008,12,123,113,5564,4188,156,May-32,26.84,4.51,35.6,3,2,1.27,0.22,0.95,0.016
SR Tendulkar (INDIA),1989-2012,1989,2012,23,463,270,8054,6850,154,May-32,44.48,5.1,52.2,4,2,0.33,0.20,0.29,0.004
BAW Mendis (SL),2008-2015,2008,2015,7,87,84,4154,3324,152,Jun-13,21.86,4.8,27.3,7,3,1.75,0.21,1.29,0.034
UDU Chandana (SL),1994-2007,1994,2007,13,147,136,6142,4818,151,May-61,31.9,4.7,40.6,4,1,1.03,0.21,0.78,0.007
R Ashwin (INDIA),2010-2017,2010,2017,7,111,109,6021,4937,150,Apr-25,32.91,4.91,40.1,1,0,1.35,0.20,1.01,0.000
SE Bond (NZ),2002-2010,2002,2010,8,82,80,4295,3070,147,Jun-19,20.88,4.28,29.2,7,4,1.79,0.23,1.32,0.049
J Garner (WI),1977-1987,1977,1987,10,98,98,5330,2752,146,May-31,18.84,3.09,36.5,2,3,1.49,0.32,1.14,0.031
IT Botham (ENG),1976-1992,1976,1992,16,116,115,6271,4139,145,Apr-31,28.54,3.96,43.2,3,0,1.25,0.25,0.95,0.000
TM Odoyo (Afr/KENYA),1996-2014,1996,2014,18,136,129,5649,4335,145,Apr-25,29.89,4.6,38.9,5,0,1.07,0.22,0.81,0.000
AU Rashid (ENG),2009-2019,2009,2019,10,99,93,4851,4547,143,May-27,31.79,5.62,33.9,7,2,1.44,0.18,1.06,0.020
JN Gillespie (AUS),1996-2005,1996,2005,9,97,96,5144,3611,142,May-22,25.42,4.21,36.2,3,3,1.46,0.24,1.10,0.031
MA Holding (WI),1976-1987,1976,1987,11,102,102,5473,3034,142,May-26,21.36,3.32,38.5,5,1,1.39,0.30,1.06,0.010
CR Woakes (ENG),2011-2019,2011,2019,8,99,95,4638,4327,142,Jun-45,30.47,5.59,32.6,9,3,1.43,0.18,1.06,0.030
EJ Chatfield (NZ),1979-1989,1979,1989,10,114,112,6065,3618,140,May-34,25.84,3.57,43.3,3,1,1.23,0.28,0.94,0.009
Mohammad Hafeez (PAK),2003-2019,2003,2019,16,218,177,7733,5400,139,Apr-41,38.84,4.18,55.6,1,0,0.64,0.24,0.52,0.000
HDPK Dharmasena (SL),1994-2004,1994,2004,10,141,134,7009,4998,138,Apr-37,36.21,4.27,50.7,1,0,0.98,0.23,0.76,0.000
SB Styris (NZ),1999-2011,1999,2011,12,188,161,6114,4839,137,Jun-25,35.32,4.74,44.6,4,1,0.73,0.21,0.57,0.005
Mohammed Shami (INDIA),2013-2019,2013,2019,6,73,72,3709,3400,136,May-69,25,5.5,27.2,8,1,1.86,0.18,1.36,0.014
MF Maharoof (SL),2004-2016,2004,2016,12,109,105,4640,3789,135,Jun-14,28.06,4.89,34.3,4,2,1.24,0.20,0.93,0.018
LE Plunkett (ENG),2005-2019,2005,2019,14,89,87,4137,4010,135,May-52,29.7,5.81,30.6,6,1,1.52,0.17,1.11,0.011
DW Fleming (AUS),1994-2001,1994,2001,7,88,88,4619,3402,134,May-36,25.38,4.41,34.4,4,1,1.52,0.23,1.13,0.011
JO Holder (WI),2013-2019,2013,2019,6,112,108,5179,4777,133,May-27,35.91,5.53,38.9,4,2,1.19,0.18,0.89,0.018
Rashid Khan (AFG),2015-2019,2015,2019,4,71,67,3558,2467,133,Jul-18,18.54,4.16,26.7,4,4,1.87,0.24,1.38,0.056
A Symonds (AUS),1998-2009,1998,2009,11,198,158,5935,4955,133,May-18,37.25,5,44.6,2,1,0.67,0.20,0.53,0.005
P Utseya (ZIM),2004-2015,2004,2015,11,164,160,8571,6239,133,May-36,46.9,4.36,64.4,2,1,0.81,0.23,0.64,0.006
Abdul Qadir (PAK),1983-1993,1983,1993,10,104,100,5100,3454,132,May-44,26.16,4.06,38.6,4,2,1.27,0.25,0.96,0.019
B Kumar (INDIA),2012-2019,2012,2019,7,114,113,5451,4568,132,May-42,34.6,5.02,41.2,4,1,1.16,0.20,0.87,0.009
M Dillon (WI),1997-2005,1997,2005,8,108,107,5480,4218,130,May-29,32.44,4.61,42.1,3,3,1.20,0.22,0.91,0.028
Mohammad Nabi (AFG),2009-2019,2009,2019,10,124,120,5919,4231,130,Apr-30,32.54,4.28,45.5,3,0,1.05,0.23,0.80,0.000
RJ Shastri (INDIA),1981-1992,1981,1992,11,150,136,6613,4650,129,May-15,36.04,4.21,51.2,2,1,0.86,0.24,0.67,0.007
JE Taylor (WI),2003-2017,2003,2017,14,90,88,4341,3780,128,May-48,29.53,5.22,33.9,3,1,1.42,0.19,1.05,0.011
DK Morrison (NZ),1987-1996,1987,1996,9,96,95,4586,3470,126,May-34,27.53,4.53,36.3,1,2,1.31,0.22,0.98,0.021
Rubel Hossain (BDESH),2009-2019,2009,2019,10,101,99,4540,4300,126,Jun-26,34.12,5.68,36,7,1,1.25,0.18,0.93,0.010
Mohammad Rafique (Asia/BDESH),1995-2007,1995,2007,12,125,124,6414,4739,125,May-47,37.91,4.43,51.3,3,1,1.00,0.23,0.77,0.008
KAJ Roach (WI),2008-2019,2008,2019,11,92,90,4459,3763,124,Jun-27,30.34,5.06,35.9,3,3,1.35,0.20,1.00,0.033
Azhar Mahmood (PAK),1996-2007,1996,2007,11,143,139,6242,4813,123,Jun-18,39.13,4.62,50.7,2,3,0.86,0.22,0.67,0.021
Mohammad Sami (PAK),2001-2015,2001,2015,14,87,85,4284,3567,121,05-Oct,29.47,4.99,35.4,3,1,1.39,0.20,1.03,0.011
AG Cremer (ZIM),2009-2018,2009,2018,9,96,95,4680,3597,119,Jun-46,30.22,4.61,39.3,4,3,1.24,0.22,0.93,0.031
IR Bishop (WI),1988-1997,1988,1997,9,84,83,4332,3127,118,May-25,26.5,4.33,36.7,7,2,1.40,0.23,1.05,0.024
IVA Richards (WI),1975-1991,1975,1991,16,187,131,5644,4228,118,Jun-41,35.83,4.49,47.8,1,2,0.63,0.22,0.51,0.011
K Rabada (SA),2015-2019,2015,2019,4,75,73,3842,3199,117,Jun-16,27.34,4.99,32.8,6,1,1.56,0.20,1.15,0.013
R Rampaul (WI),2003-2015,2003,2015,12,92,88,4033,3434,117,May-49,29.35,5.1,34.4,8,2,1.27,0.20,0.95,0.022
Dawlat Zadran (AFG),2011-2019,2011,2019,8,82,80,3769,3423,115,Apr-22,29.76,5.44,32.7,3,0,1.40,0.18,1.04,0.000
PAJ DeFreitas (ENG),1987-1997,1987,1997,10,103,103,5712,3775,115,Apr-35,32.82,3.96,49.6,1,0,1.12,0.25,0.86,0.000
AD Mathews (SL),2008-2019,2008,2019,11,214,155,5083,3907,115,Jun-20,33.97,4.61,44.2,1,1,0.54,0.22,0.44,0.005
I Sharma (INDIA),2007-2016,2007,2016,9,80,78,3733,3563,115,Apr-34,30.98,5.72,32.4,6,0,1.44,0.17,1.06,0.000
Wahab Riaz (PAK),2008-2019,2008,2019,11,89,88,4209,4011,115,May-46,34.87,5.71,36.6,4,1,1.29,0.18,0.96,0.011
WJ Cronje (SA),1992-2000,1992,2000,8,188,153,5357,3966,114,May-32,34.78,4.44,46.9,1,1,0.61,0.23,0.49,0.005
MC Snedden (NZ),1980-1990,1980,1990,10,93,90,4525,3237,114,Apr-34,28.39,4.29,39.6,1,0,1.23,0.23,0.93,0.000
GR Larsen (NZ),1990-1999,1990,1999,9,121,119,6368,4000,113,Apr-24,35.39,3.76,56.3,1,0,0.93,0.27,0.73,0.000
KJ O'Brien (IRE),2006-2019,2006,2019,13,142,113,4224,3672,113,Apr-13,32.49,5.21,37.3,5,0,0.80,0.19,0.61,0.000
PD Collingwood (ENG),2001-2011,2001,2011,10,197,151,5186,4294,111,Jun-31,38.68,4.96,46.7,3,1,0.56,0.20,0.45,0.005
Mudassar Nazar (PAK),1977-1989,1977,1989,12,122,104,4855,3432,111,May-28,30.91,4.24,43.7,1,1,0.91,0.24,0.71,0.008
Yuvraj Singh (Asia/INDIA),2000-2017,2000,2017,17,304,161,5048,4294,111,May-31,38.68,5.1,45.4,2,1,0.37,0.20,0.31,0.003
Junaid Khan (PAK),2011-2019,2011,2019,8,76,76,3601,3216,110,04-Dec,29.23,5.35,32.7,4,0,1.45,0.19,1.07,0.000
Naved-ul-Hasan (PAK),2003-2010,2003,2010,7,74,72,3466,3221,110,Jun-27,29.28,5.57,31.5,6,1,1.49,0.18,1.09,0.014
DR Tuffey (NZ),2000-2010,2000,2010,10,94,92,4333,3534,110,Apr-24,32.12,4.89,39.3,2,0,1.17,0.20,0.88,0.000
TT Bresnan (ENG),2006-2015,2006,2015,9,85,84,4221,3813,109,May-48,34.98,5.42,38.7,3,1,1.28,0.18,0.95,0.012
GP Wickramasinghe (SL),1990-2002,1990,2002,12,134,132,5720,4321,109,Apr-48,39.64,4.53,52.4,1,0,0.81,0.22,0.64,0.000
SP O'Donnell (AUS),1985-1991,1985,1991,6,87,87,4350,3102,108,May-13,28.72,4.27,40.2,5,1,1.24,0.23,0.94,0.011
DNT Zoysa (SL),1997-2007,1997,2007,10,95,93,4259,3213,108,May-26,29.75,4.52,39.4,2,1,1.14,0.22,0.86,0.011
RAS Lakmal (SL),2009-2019,2009,2019,10,85,83,3824,3478,107,Apr-13,32.5,5.45,35.7,3,0,1.26,0.18,0.94,0.000
Mustafizur Rahman (BDESH),2015-2019,2015,2019,4,56,55,2813,2458,107,Jun-43,22.97,5.24,26.2,3,5,1.91,0.19,1.39,0.089
PA de Silva (SL),1984-2003,1984,2003,19,308,156,5148,4177,106,Apr-30,39.4,4.86,48.5,2,0,0.34,0.21,0.30,0.000
TM Dilshan (SL),1999-2016,1999,2016,17,330,204,5880,4778,106,04-Apr,45.07,4.87,55.4,3,0,0.32,0.21,0.29,0.000
A Nel (SA),2001-2008,2001,2008,7,79,76,3801,2935,106,May-45,27.68,4.63,35.8,3,1,1.34,0.22,1.00,0.013
PR Reiffel (AUS),1992-1999,1992,1999,7,92,92,4732,3096,106,Apr-13,29.2,3.92,44.6,5,0,1.15,0.26,0.88,0.000
UT Yadav (INDIA),2010-2018,2010,2018,8,75,73,3558,3565,106,Apr-31,33.63,6.01,33.5,4,0,1.41,0.17,1.04,0.000
GW Flower (ZIM),1992-2010,1992,2010,18,221,156,5462,4225,104,Apr-32,40.62,4.64,52.5,2,0,0.47,0.22,0.39,0.000
WB Rankin (ENG/IRE),2007-2019,2007,2019,12,73,71,3600,2893,104,Apr-15,27.81,4.82,34.6,4,0,1.42,0.21,1.06,0.000
GP Swann (ENG),2000-2013,2000,2013,13,79,76,3809,2888,104,May-28,27.76,4.54,36.6,3,1,1.32,0.22,0.99,0.013
JJ Bumrah (INDIA),2016-2019,2016,2019,3,58,58,3009,2254,103,May-27,21.88,4.49,29.2,5,1,1.78,0.22,1.31,0.017
DK Lillee (AUS),1972-1983,1972,1983,11,63,63,3593,2145,103,May-34,20.82,3.58,34.8,5,1,1.63,0.28,1.23,0.016
C Pringle (NZ),1990-1995,1990,1995,5,64,64,3314,2459,103,May-45,23.87,4.45,32.1,2,1,1.61,0.22,1.19,0.016
ST Finn (ENG),2011-2017,2011,2017,6,69,67,3550,2996,102,May-33,29.37,5.06,34.8,4,2,1.48,0.20,1.09,0.029
E Chigumbura (Afr/ZIM),2004-2018,2004,2018,14,213,132,4339,4274,101,Apr-28,42.31,5.91,42.9,1,0,0.47,0.17,0.38,0.000
WKM Benjamin (WI),1986-1995,1986,1995,9,85,85,4442,3079,100,May-22,30.79,4.15,44.4,0,1,1.18,0.24,0.90,0.012
SC Ganguly (Asia/INDIA),1992-2007,1992,2007,15,311,171,4561,3849,100,May-16,38.49,5.06,45.6,1,2,0.32,0.20,0.28,0.006
RA Harper (WI),1983-1996,1983,1996,13,105,99,5175,3431,100,Apr-40,34.31,3.97,51.7,3,0,0.95,0.25,0.74,0.000
CK Langeveldt (SA),2001-2010,2001,2010,9,72,71,3489,2962,100,May-39,29.62,5.09,34.8,1,2,1.39,0.20,1.03,0.028
RW Price (ZIM),2002-2012,2002,2012,10,102,99,5374,3575,100,Apr-22,35.75,3.99,53.7,1,0,0.98,0.25,0.76,0.000
NJ Astle (NZ),1995-2007,1995,2007,12,223,159,4850,3809,99,Apr-43,38.47,4.71,48.9,1,0,0.44,0.21,0.37,0.000
Kuldeep Yadav (INDIA),2017-2019,2017,2019,2,56,54,2952,2455,99,Jun-25,24.79,4.98,29.8,4,1,1.77,0.20,1.30,0.018
CJ McKay (AUS),2009-2014,2009,2014,5,59,59,2965,2364,97,May-28,24.37,4.78,30.5,4,2,1.64,0.21,1.21,0.034
PL Taylor (AUS),1987-1992,1987,1992,5,83,80,3937,2740,97,Apr-38,28.24,4.17,40.5,1,0,1.17,0.24,0.89,0.000
N Boje (Afr/SA),1995-2005,1995,2005,10,115,108,4541,3415,96,May-21,35.57,4.51,47.3,2,1,0.83,0.22,0.65,0.009
PJ Cummins (AUS),2011-2019,2011,2019,8,58,58,3033,2603,96,May-70,27.11,5.14,31.5,5,1,1.66,0.19,1.22,0.017
JP Faulkner (AUS),2013-2017,2013,2017,4,69,67,3211,2962,96,Apr-32,30.85,5.53,33.4,4,0,1.39,0.18,1.03,0.000
V Sehwag (Asia/ICC/INDIA),1999-2013,1999,2013,14,251,146,4392,3853,96,04-Jun,40.13,5.26,45.7,1,0,0.38,0.19,0.32,0.000
PA Strang (ZIM),1994-2001,1994,2001,7,95,89,4351,3173,96,May-21,33.05,4.37,45.3,2,2,1.01,0.23,0.78,0.021
TL Chatara (ZIM),2013-2019,2013,2019,6,70,70,3431,2905,95,Apr-33,30.57,5.08,36.1,1,0,1.36,0.20,1.01,0.000
PS de Villiers (SA),1992-1997,1992,1997,5,83,82,4422,2636,95,Apr-27,27.74,3.57,46.5,2,0,1.14,0.28,0.89,0.000
AJ Hall (SA),1999-2007,1999,2007,8,88,78,3341,2515,95,May-18,26.47,4.51,35.1,3,1,1.08,0.22,0.82,0.011
WD Parnell (SA),2009-2017,2009,2017,8,65,61,2911,2738,94,May-48,29.12,5.64,30.9,3,2,1.45,0.18,1.07,0.031
SO Tikolo (Afr/KENYA),1996-2014,1996,2014,18,135,99,4016,3215,94,Apr-41,34.2,4.8,42.7,2,0,0.70,0.21,0.55,0.000
LL Tsotsobe (SA),2009-2013,2009,2013,4,61,60,2964,2347,94,Apr-22,24.96,4.75,31.5,7,0,1.54,0.21,1.14,0.000
MJ Henry (NZ),2014-2019,2014,2019,5,52,50,2703,2437,92,May-30,26.48,5.4,29.3,7,2,1.77,0.19,1.29,0.038
SP Narine (WI),2011-2016,2011,2016,5,65,65,3540,2435,92,Jun-27,26.46,4.12,38.4,4,2,1.42,0.24,1.06,0.031
AC Cummins (CAN/WI),1991-2007,1991,2007,16,76,74,3767,2877,91,May-31,31.61,4.58,41.3,2,1,1.20,0.22,0.90,0.013
CB Mpofu (ZIM),2004-2019,2004,2019,15,83,82,3900,3513,91,Jun-52,38.6,5.4,42.8,2,1,1.10,0.19,0.82,0.012
BP Patterson (WI),1986-1993,1986,1993,7,59,58,3050,2206,90,Jun-29,24.51,4.33,33.8,1,1,1.53,0.23,1.14,0.017
BL Cairns (NZ),1974-1985,1974,1985,11,78,75,4015,2717,89,May-28,30.52,4.06,45.1,2,1,1.14,0.25,0.87,0.013
GH Dockrell (IRE),2010-2019,2010,2019,9,87,85,4232,3327,89,Apr-24,37.38,4.71,47.5,4,0,1.02,0.21,0.78,0.000
Saleem Malik (PAK),1982-1999,1982,1999,17,283,120,3505,2959,89,May-35,33.24,5.06,39.3,1,1,0.31,0.20,0.28,0.004
MN Samuels (WI),2000-2018,2000,2018,18,207,134,5091,4127,89,03-Dec,46.37,4.86,57.2,0,0,0.43,0.21,0.36,0.000
TM Alderman (AUS),1981-1991,1981,1991,10,65,65,3371,2056,88,May-17,23.36,3.65,38.3,1,2,1.35,0.27,1.03,0.031
GF Lawson (AUS),1980-1989,1980,1989,9,79,79,4259,2592,88,Apr-26,29.45,3.65,48.3,1,0,1.11,0.27,0.86,0.000
GJ Whittall (ZIM),1993-2003,1993,2003,10,147,112,4060,3481,88,Apr-35,39.55,5.14,46.1,1,0,0.60,0.19,0.48,0.000
AME Roberts (WI),1975-1983,1975,1983,8,56,56,3123,1771,87,May-22,20.35,3.4,35.8,2,1,1.55,0.29,1.18,0.018
MM Patel (INDIA),2006-2011,2006,2011,5,70,67,3154,2603,86,Apr-29,30.26,4.95,36.6,3,0,1.23,0.20,0.92,0.000
Aamer Sohail (PAK),1990-2000,1990,2000,10,156,125,4836,3703,85,Apr-22,43.56,4.59,56.8,1,0,0.54,0.22,0.45,0.000
YS Chahal (INDIA),2016-2019,2016,2019,3,50,49,2659,2246,85,Jun-42,26.42,5.06,31.2,2,2,1.70,0.20,1.25,0.040
IJ Harvey (AUS),1997-2004,1997,2004,7,73,70,3279,2577,85,Apr-16,30.31,4.71,38.5,4,0,1.16,0.21,0.88,0.000
RM Hogg (AUS),1979-1985,1979,1985,6,71,67,3677,2418,85,Apr-29,28.44,3.94,43.2,5,0,1.20,0.25,0.91,0.000
JR Ratnayeke (SL),1982-1990,1982,1990,8,78,76,3573,2866,85,Apr-23,33.71,4.81,42,1,0,1.09,0.21,0.83,0.000
ME Waugh (AUS),1988-2002,1988,2002,14,244,120,3687,2938,85,May-24,34.56,4.78,43.3,1,1,0.35,0.21,0.31,0.004
MM Ali (ENG),2014-2019,2014,2019,5,101,95,4654,4089,84,Apr-46,48.67,5.27,55.4,1,0,0.83,0.19,0.64,0.000
CD Collymore (WI),1999-2007,1999,2007,8,84,80,4074,2924,83,May-51,35.22,4.3,49,1,1,0.99,0.23,0.76,0.012
Mohammad Irfan (PAK),2010-2016,2010,2016,6,60,60,3109,2549,83,Apr-30,30.71,4.91,37.4,2,0,1.38,0.20,1.03,0.000
PV Simmons (WI),1987-1999,1987,1999,12,143,103,3880,2876,83,04-Mar,34.65,4.44,46.7,2,0,0.58,0.23,0.47,0.000
Hasan Ali (PAK),2016-2019,2016,2019,3,53,51,2548,2381,82,May-34,29.03,5.6,31,1,3,1.55,0.18,1.14,0.057
MJ McClenaghan (NZ),2013-2016,2013,2016,3,48,45,2336,2313,82,May-58,28.2,5.94,28.4,6,1,1.71,0.17,1.25,0.021
CG Rackemann (AUS),1983-1991,1983,1991,8,52,52,2791,1833,82,May-16,22.35,3.94,34,3,1,1.58,0.25,1.18,0.019
JEC Franklin (NZ),2001-2013,2001,2013,12,110,97,3848,3354,81,May-42,41.4,5.22,47.5,0,1,0.74,0.19,0.57,0.009
Mohammad Amir (PAK),2009-2019,2009,2019,10,61,60,3013,2400,81,May-30,29.62,4.77,37.1,1,1,1.33,0.21,0.99,0.016
DJG Sammy (WI),2004-2015,2004,2015,11,126,119,4956,3851,81,Apr-26,47.54,4.66,61.1,1,0,0.64,0.21,0.51,0.000
RGD Willis (ENG),1973-1984,1973,1984,11,64,64,3595,1968,80,04-Nov,24.6,3.28,44.9,4,0,1.25,0.30,0.97,0.000
CR Matthews (SA),1991-1997,1991,1997,6,56,55,3003,1975,79,04-Oct,25,3.94,38,3,0,1.41,0.25,1.06,0.000
A Ranatunga (SL),1982-1999,1982,1999,17,269,135,4710,3757,79,Apr-14,47.55,4.78,59.6,1,0,0.29,0.21,0.27,0.000
